Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
1.390179157,298.9974,76.81419,-36.57549,-1.631338,3.034873,-1.738298,-5.890453,26.93361,7.764719,890.4805
1.410002709,-464.0026,72.33685,3.92871,1.089157,0.1478496,0.5739921,-5.890453,26.93361,7.764719,890.4805
1.429825783,-248.2178,0.4638699,-13.26416,-0.1943033,-0.7792481,-0.6070159,-6.362579,32.01685,6.001843,890.4788
1.449649811,87.82103,-53.73544,-8.369393,-1.018886,2.345502,1.580013,-6.362579,32.01685,6.001843,890.4788
1.469473362,-320.7688,269.5752,10.23072,0.2964191,-1.422567,-1.795558,-8.758989,27.37314,10.36576,890.4823
1.489296436,-55.41273,1079.678,-116.7273,6.31107,-7.312774,-13.80628,-8.758989,27.37314,10.36576,890.4823
1.509120464,-185.195,1930.077,-57.37825,8.303367,0.2619637,-15.71949,-8.758989,27.37314,10.36576,890.4805
1.528944016,-267.1496,1513.803,-52.05519,-11.80582,4.815461,-10.72381,-26.17778,24.39223,46.87069,890.4805
1.548768044,88.44379,-111.6462,4.785295,-1.971451,-0.1549989,-0.4292635,-26.17778,24.39223,46.87069,890.4788
1.568586826,337.9819,86.88819,-23.48199,-0.1433569,0.1955243,-0.9785432,3.058662,24.94574,9.741144,890.4788
1.588410854,-137.3674,7.533344,0.8694805,0.3236622,0.8210964,-0.3716409,3.058662,24.94574,9.741144,890.4788
1.608234406,-30.31568,19.61036,7.660971,0.1868985,0.07293259,0.4659584,3.058662,24.94574,9.741144,890.4788
1.628057480,27.47603,-0.1841652,0.2576346,-0.5265239,-0.327546,-1.218855,29.09753,19.90626,-12.71933,890.4821
1.647881508,-0.1743169,2.290151,-2.250934,-0.2058243,-0.563786,-2.081013,29.09753,19.90626,-12.71933,890.4821
1.670183182,-206.5555,-49.43484,13.47351,0.4312639,-0.7229146,-0.82349,22.43875,27.75654,-9.305153,890.4788
1.690006256,24.86045,33.2191,-7.084517,-0.2882186,-0.4050109,-1.591943,22.43875,27.75654,-9.305153,890.4788
1.709830284,-115.135,-74.06017,4.173449,0.5655223,0.1422599,0.4008949,22.51817,28.15761,-6.325591,890.4788
1.729653835,131.9121,40.93661,-8.797686,-0.4794201,0.934701,-0.004441372,22.51817,28.15761,-6.325591,890.4788
1.749477386,26.72872,-23.21887,4.662925,-0.04483795,0.2772137,-0.6483747,22.51817,28.15761,-6.325591,890.4788
1.769296646,-268.7065,29.8611,5.335956,-0.3100605,0.3491377,-0.6496986,39.48897,11.49549,-27.21628,890.4788
1.789120674,107.7492,118.1706,-8.552947,-0.9608505,0.3881269,-0.7554733,39.48897,11.49549,-27.21628,890.4788
1.808944225,112.5444,34.39734,-3.964102,0.8451549,-0.1698019,-0.8897346,18.18193,21.23787,-6.551932,890.4788
1.828767300,-87.67146,1.642116,2.276726,0.09880642,0.3928846,-1.564818,18.18193,21.23787,-6.551932,890.4788
1.848591328,-162.5267,28.74177,3.622787,0.1640057,-0.655982,-1.038863,18.18193,21.23787,-6.551932,890.4788
1.868414879,167.2224,114.1057,3.867526,1.432619,-1.229836,1.956099,22.51032,20.40687,-9.610456,890.4788
1.888237953,23.73949,60.73114,5.152402,1.114863,-0.1574546,-1.372104,22.51032,20.40687,-9.610456,890.4805
1.908061981,-58.2774,1021.237,-86.9916,7.805502,-5.841113,-10.36087,9.916587,16.51235,13.18176,890.4805
