Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
1.040899277,-4.670688,1934.565,-297.0839,15.82802,-2.989204,-15.79396,-14.77372,41.73905,11.39586,882.567
1.060916424,-148.2962,1930.726,-141.8335,-3.042969,-2.334104,-15.84623,-14.77372,41.73905,11.39586,882.5616
1.080934048,13.55184,-99.72994,-24.13092,0.6736426,0.7228453,3.059241,-6.715466,12.31316,-27.29874,882.5616
1.100951195,-219.0932,-25.07908,5.919509,0.7599409,-0.2484676,0.6180112,-6.715466,12.31316,-27.29874,882.5611
1.120968342,38.91562,-23.48448,-2.614081,-0.112677,0.5534316,-1.468887,1.960321,9.626059,-20.82205,882.5611
1.140985489,118.3314,-17.63762,-10.59908,1.10004,0.9096888,1.922887,1.960321,9.626059,-20.82205,882.5611
1.161003590,-111.4202,-44.33239,11.40539,-0.1953474,0.1151301,-1.50755,1.960321,9.626059,-20.82205,882.5611
1.181020737,18.47684,-20.29528,0.7993549,-0.4585795,-0.04509671,-0.7381352,10.04338,30.62913,-14.34914,882.5628
1.201037884,-10.82695,260.7085,6.163326,-0.243615,-0.9140953,-4.188805,10.04338,30.62913,-14.34914,882.5628
1.221055031,75.36067,-148.3357,-11.14767,1.123248,0.710825,1.035279,13.30472,28.78209,-10.46868,882.5611
1.241072655,-92.52049,91.681,-4.747478,-0.6232719,-1.107667,-2.47891,13.30472,28.78209,-10.46868,882.5611
1.261089802,116.7923,34.39356,-8.648548,-0.07402472,1.286709,0.8750895,16.90823,32.70009,-11.66993,882.5611
1.281106949,115.3148,-73.03518,2.201302,-0.4048634,-0.07705267,-1.921384,16.90823,32.70009,-11.66993,882.5611
1.301124096,-43.39355,-53.95904,-1.943585,-0.4791306,-1.207229,-1.955123,16.90823,32.70009,-11.66993,882.5611
1.321141720,-72.7589,62.32857,-3.46744,0.4967984,0.175645,0.8883777,13.64744,29.49573,-6.669594,882.5611
1.341158867,30.41998,-64.58971,-21.38798,1.908552,1.964614,-0.1757045,13.64744,29.49573,-6.669594,882.5611
1.361176014,18.0459,-50.17925,-8.83141,-1.514001,-0.08607122,-3.039336,19.41303,35.84405,-13.38066,882.5611
1.381193161,35.71437,106.5639,3.725157,0.9608007,-0.3306274,-0.5521672,19.41303,35.84405,-13.38066,882.5593
1.401210785,-0.05349468,-53.60468,-2.857898,-0.6251716,0.2439282,-2.257568,19.41303,35.84405,-13.38066,882.5593
1.421227932,113.1601,59.67091,-0.6635463,-0.494734,0.1462551,-1.719313,10.75563,29.17991,-6.696269,882.5611
1.441245079,90.38194,-18.58257,-1.638814,0.5081034,0.7501022,-0.8281655,10.75563,29.17991,-6.696269,882.5611
1.461263180,37.93062,404.813,-25.65478,2.332712,-2.043124,-2.192252,22.45549,26.16322,-24.01546,882.5611
1.481280327,-46.16387,1934.565,-353.1008,12.42946,-5.887123,-14.75228,22.45549,26.16322,-24.01546,882.5611
1.501297474,-110.5583,1934.565,-253.1969,-3.06511,0.1065005,-15.82608,22.45549,26.16322,-24.01546,882.5558
1.521314144,-74.48266,-150.2846,-36.38271,-1.541957,-0.06188231,-0.8970932,50.05745,14.55393,-28.09188,882.5558
1.541332245,-570.3693,-313.4652,26.52203,-4.258058,2.745881,2.530229,50.05745,14.55393,-28.09188,882.554
1.561349392,-16.18289,316.8739,7.991953,-0.09176268,-0.4442672,-0.2441805,-15.21666,17.75084,-1.85868,882.554
1.581366539,-497.5407,-306.7325,-5.174158,1.730617,-0.7480878,3.056999,-15.21666,17.75084,-1.85868,882.5558
1.601383686,46.79564,469.7782,-1.943585,1.588851,-0.7256575,4.724951,-15.21666,17.75084,-1.85868,882.5558
1.621401310,150.2823,-219.2658,11.46634,-0.1290931,-0.5807872,1.673988,-23.64509,20.71426,14.24561,882.5558
1.641418457,146.527,108.2766,-6.21038,1.218179,-0.9301696,1.296383,-23.64509,20.71426,14.24561,882.5558
1.661435604,-75.52922,87.84216,3.115615,0.6763381,-1.159801,0.05221613,-20.3598,19.19225,13.02689,882.5558
1.681452751,20.20059,-105.8721,1.835577,-1.065847,0.07553163,1.031651,-20.3598,19.19225,13.02689,882.5558
1.701470375,-165.4722,296.7937,34.14132,0.4285657,-0.8100877,-1.887267,-20.3598,19.19225,13.02689,882.5608
1.721487522,202.7952,-170.7191,-19.31554,0.5880116,0.01418252,3.240079,-8.358007,45.96119,13.64145,882.5608
1.741504669,-389.8678,-194.4019,12.68543,4.396913,-4.551773,0.3087505,-8.358007,45.96119,13.64145,882.5608
1.761521816,183.1568,-291.3771,-5.600838,-2.455032,-0.4985451,-1.764846,-18.94311,17.75005,15.5858,882.5608
1.781539440,11.45871,38.88206,5.919509,-2.438289,0.2239664,-1.147673,-18.94311,17.75005,15.5858,882.5608
1.801556587,56.8919,299.3333,24.26673,2.587844,-1.751593,-0.7402124,-18.94311,17.75005,15.5858,882.5608
1.821573734,273.7153,-112.782,2.993707,0.1602308,-0.1468632,0.5469986,-11.17842,37.37908,14.83715,882.559
1.841590881,356.5786,-83.84302,10.12535,-0.6774659,0.3708222,2.219376,-11.17842,37.37908,14.83715,882.559
1.861608982,-11.68882,149.8543,6.711914,-0.7907286,0.05387243,1.507682,-17.88841,24.89999,13.06431,882.559
1.881626129,198.6705,34.3345,13.72165,0.7382822,1.592744,1.49362,-17.88841,24.89999,13.06431,882.559
1.901643276,306.1588,95.04738,-21.81466,1.309441,0.2046441,3.915353,-17.88841,24.89999,13.06431,882.559
1.921660423,284.9197,1927.005,-465.2566,8.421941,0.3510686,-15.78953,-17.6516,38.96883,13.10426,882.559
1.941678047,-36.12917,1934.565,-341.3976,8.127502,-2.815746,-15.81664,-17.6516,38.96883,13.10426,882.5536
1.961695194,120.1782,-60.86897,-51.56031,-4.904255,-0.4694813,-8.39111,-13.68747,21.8099,-30.32098,882.5536
1.981712341,-156.3609,114.9503,8.357678,-0.8606299,-0.9767758,-1.063499,-13.68747,21.8099,-30.32098,882.5554
2.001729488,-174.5219,71.42369,10.61298,0.3426356,-0.504847,-2.185977,-0.647789,20.08557,-23.80273,882.5554
2.021747112,50.61251,-6.711661,3.725157,-0.8982852,-0.1148955,0.4083267,-0.647789,20.08557,-23.80273,882.5554
2.041764259,-20.43071,26.18433,1.286989,0.1937357,0.165038,-0.3233044,-0.647789,20.08557,-23.80273,882.5554
2.061781406,-59.21513,-162.3327,2.688936,-0.3490896,-0.08197838,-1.133782,10.41476,29.94615,-13.47688,882.5554
2.081798553,-162.9481,26.12527,1.347943,-0.2061518,0.3995875,-1.669485,10.41476,29.94615,-13.47688,882.5554
2.101816177,232.2837,29.78694,3.847066,-1.270435,-0.5023155,-2.461832,14.04852,28.77223,-11.33284,882.5554
2.121833324,-39.63823,81.28658,-0.1759125,0.3475115,0.7811117,-0.6134057,14.04852,28.77223,-11.33284,882.5536
2.141850472,4.502137,-123.0583,10.18631,-0.1073522,-1.138296,-3.109526,14.04852,28.77223,-11.33284,882.5536
2.161867619,-50.84262,333.7057,9.576763,-0.1249642,0.2722111,-2.038429,16.54437,32.34109,-12.10953,882.5554
2.181885719,-63.95546,-127.1334,-4.808433,1.490742,-0.3199606,0.1640394,16.54437,32.34109,-12.10953,882.5554
2.201902866,69.45066,-80.18134,-3.223624,0.2583415,-0.4411817,-0.7919199,13.64397,29.86292,-6.668638,882.5554
2.221920013,-67.15671,199.405,25.3639,-1.119081,-0.7520907,-1.312668,13.64397,29.86292,-6.668638,882.5554
2.241936684,-161.3475,153.9885,2.810844,0.3242491,-0.9760215,-2.003453,13.64397,29.86292,-6.668638,882.5572
2.261954784,90.75131,-64.70782,-10.8429,0.3400903,1.605506,-0.7182,19.40728,36.20961,-12.94434,882.5572
2.281971932,7.641828,163.8514,4.029929,-0.1438929,0.1205018,-2.041674,19.40728,36.20961,-12.94434,882.559
2.301989079,79.17755,-91.93413,-7.063739,0.6013063,-0.8324318,-0.8018591,10.75563,29.17991,-6.696269,882.559
2.322006226,68.52722,5.572658,2.627981,-0.7132605,-0.2225074,-2.239955,10.75563,29.17991,-6.696269,882.559
2.342023850,113.1601,42.13032,-12.12294,0.9791641,1.154438,2.291234,10.75563,29.17991,-6.696269,882.559
2.362040997,-157.7153,1934.565,-171.6401,16.00838,-1.376552,-7.407219,23.10935,26.50398,-20.1524,882.559
2.382058144,-71.52766,1934.565,-430.9394,12.96699,-4.303571,-15.81441,23.10935,26.50398,-20.1524,882.559
2.402075291,-151.559,1099.291,-81.42788,-3.718971,-1.378389,-13.58758,22.93755,12.80611,-21.49694,882.5519
2.422092915,-135.9221,120.9744,-2.065493,0.504398,0.002430188,2.447907,22.93755,12.80611,-21.49694,882.5519
2.442110062,-414.9853,19.56969,44.0159,0.1372968,-0.2133126,3.887595,22.93755,12.80611,-21.49694,882.5505
2.462127209,-250.1823,-29.27229,18.11035,-0.2437724,2.181428,2.015857,-35.52906,24.60844,-5.007159,882.5505
2.482144356,251.8606,53.23346,-36.1389,0.2175839,3.516883,7.725666,-35.52906,24.60844,-5.007159,882.5522
2.502162456,183.5877,54.00122,21.40188,-0.6913029,0.3691593,-1.390506,-21.86094,20.68094,14.69684,882.5522
2.522179127,-51.45825,-389.7107,-14.19538,0.5022966,0.8223307,3.641219,-21.86094,20.68094,14.69684,882.5554
2.539694309,76.09942,249.8416,8.052907,0.543319,-0.6878998,-1.470915,-21.86094,20.68094,14.69684,882.5554
2.559711456,259.679,-87.68186,-2.979807,0.002889264,-1.083737,0.7764589,-20.72653,18.89282,13.02281,882.5522
2.579728603,-265.3267,-60.98709,9.698671,1.727407,-4.55664,0.2316011,-20.72653,18.89282,13.02281,882.5522
2.599746704,-145.5259,95.51985,0.250767,-0.05072983,-1.636559,-1.024015,-7.98147,45.22026,13.64283,882.554
2.619763851,97.64632,-280.9236,-16.81642,0.6879135,0.2668241,2.47577,-7.98147,45.22026,13.64283,882.554
2.639780998,-383.4037,153.8113,15.36741,2.164941,0.7174438,6.306821,-7.98147,45.22026,13.64283,882.5558
2.659798145,-6.640691,-109.711,-1.57786,1.335696,-0.7211865,2.625098,-18.20389,17.73693,15.59236,882.5558
2.679815769,20.75466,-273.7775,-12.42771,0.2264723,-0.685755,2.37905,-18.20389,17.73693,15.59236,882.5558
2.699832916,200.3943,430.9172,-9.319044,-1.449096,-3.710226,-9.473796,-11.1917,38.78662,14.84082,882.5558
2.719850063,421.4655,-53.60468,3.786111,1.691761,0.5474813,1.910554,-11.1917,38.78662,14.84082,882.5558
2.739867210,173.3067,-157.4308,5.614738,0.5874542,0.2514532,2.295623,-11.1917,38.78662,14.84082,882.5558
2.759884357,143.0795,-22.36236,15.67218,-1.122236,-0.8540942,-0.2192695,-17.51651,24.89506,12.63223,882.5575
2.779901981,196.3311,12.06917,-0.3587752,0.5463406,0.07094289,1.228738,-17.51651,24.89506,12.63223,882.5575
2.799919128,499.2806,742.6318,-83.50033,4.738414,-1.464257,3.596849,-18.74434,38.26064,11.35104,882.5593
2.819936275,10.16589,1934.447,-398.5727,16.01872,-1.958527,-15.78582,-18.74434,38.26064,11.35104,882.5593
2.839953423,-185.8494,1934.565,-301.4117,-0.9478281,-3.850432,-15.85249,-18.74434,38.26064,11.35104,882.5522
2.859971046,-26.95634,-339.9828,-25.16714,1.545952,0.6711017,4.034425,-9.713889,27.13864,-34.12747,882.5522
2.879988193,-41.1773,-115.9122,0.8603091,-0.8485455,-1.050866,-3.38882,-9.713889,27.13864,-34.12747,882.554
2.900005341,-85.4408,224.269,4.456608,-0.2187159,0.3008992,-1.304623,2.952182,17.88515,-25.08267,882.554
2.920022488,51.47439,-149.2216,-2.248356,0.734601,-0.2185976,0.5321882,2.952182,17.88515,-25.08267,882.554
2.940040588,-82.60892,29.37352,9.454854,-0.7195275,-0.2323517,-2.306725,2.952182,17.88515,-25.08267,882.554
2.960057735,-6.763816,-63.11322,4.578516,0.5567537,0.5158647,0.3642983,9.690516,28.86096,-14.35704,882.554
2.980074406,-236.9463,273.4653,12.3197,-0.1054154,-0.9345648,-4.072612,9.690516,28.86096,-14.35704,882.5558
3.000091553,248.3515,-347.6015,-6.758968,0.1603777,1.353439,1.82953,14.3577,28.39795,-10.8957,882.5558
3.020109653,-152.9749,133.4359,-1.273088,-1.016294,-0.1268858,-1.475788,14.3577,28.39795,-10.8957,882.5575
3.040126801,103.6179,-40.2573,-7.124693,0.8013228,0.3404069,-1.332149,15.80286,32.35257,-11.68073,882.5575
3.060143948,99.12383,-40.61165,7.504319,-1.450505,0.03263268,-1.426978,15.80286,32.35257,-11.68073,882.5611
3.080161095,-60.13857,132.4319,10.55203,-0.09795144,-1.185685,-1.925778,15.80286,32.35257,-11.68073,882.5611
3.100178719,-115.114,-144.674,-6.21038,0.7371776,1.549994,0.8014438,13.64338,30.17053,-7.103205,882.5598
3.120195866,119.8089,-77.3465,-11.33053,0.5988126,0.5042358,-0.4801546,13.64338,30.17053,-7.103205,882.5598
3.140213013,-3.685687,274.4103,-2.126448,-0.1749727,-0.9748746,-3.081805,19.41532,35.84567,-13.81602,882.5616
3.160230160,-9.103195,-88.68587,2.810844,0.2334632,0.7017438,0.4175254,19.41532,35.84567,-13.81602,882.5616
3.180247784,-57.98388,164.2057,-5.235112,-0.6618299,0.3150878,-2.307816,19.41532,35.84567,-13.81602,882.5634
3.200264931,168.5664,-39.43047,-4.442708,0.3205873,0.1734919,-1.384254,10.75792,29.18154,-7.131633,882.5634
3.220282078,129.2895,-50.76984,-4.62557,-0.5815083,0.3840383,-1.251399,10.75792,29.18154,-7.131633,882.5634
3.240299225,-1.83881,333.1742,-25.16714,1.963187,-0.6510642,0.975798,23.11734,26.87929,-22.32826,882.5634
3.260316372,-91.22768,1934.565,-467.2681,11.45786,-5.731294,-14.91189,23.11734,26.87929,-22.32826,882.5634
3.280333996,-67.21828,1934.565,-320.0636,-4.91304,0.6037596,-15.82752,23.11734,26.87929,-22.32826,882.5634
3.300351143,-168.2425,-254.9966,-31.32352,-1.194183,-0.3722579,-0.06766247,31.36731,19.26952,-54.61823,882.5545
3.320368290,-435.9166,-68.84197,25.91249,-3.254744,2.514119,0.7124016,31.36731,19.26952,-54.61823,882.5545
3.340385437,-57.24513,214.347,10.55203,0.4266537,-1.730502,-1.257668,-37.2548,22.46536,-12.61654,882.5545
3.360403538,-425.6357,-286.0618,31.70314,0.0552299,0.53753,2.890622,-37.2548,22.46536,-12.61654,882.5545
3.380420685,-208.7506,558.0126,12.62447,0.9157515,-2.007631,-2.591887,-37.2548,22.46536,-12.61654,882.5562
3.400437832,235.1156,-10.31427,4.761379,-0.0958866,-0.2770545,-0.1833851,-20.74172,19.55972,14.70382,882.5562
3.420454502,-73.9286,-159.6751,14.33119,1.927623,-2.987977,1.323021,-20.74172,19.55972,14.70382,882.5581
3.440472603,-27.87978,102.5479,12.3197,-2.966017,-2.329483,-6.475962,-20.35921,18.88463,13.46146,882.5581
3.460489750,13.1209,42.36656,2.810844,-1.639776,1.602212,0.4493053,-20.35921,18.88463,13.46146,882.5581
3.480506897,291.3838,249.0739,2.932752,0.2655703,-0.05449577,1.924471,-20.35921,18.88463,13.46146,882.5581
3.500524044,245.2118,-161.565,-19.19363,1.138743,0.3519576,1.83384,-8.721861,45.60219,13.20185,882.5562
3.520541668,-268.1585,-50.47454,31.15455,2.740474,-2.923037,0.8216312,-8.721861,45.60219,13.20185,882.5562
3.540558815,35.77593,-76.51967,-8.282823,-1.165999,-1.469754,-2.873896,-19.30925,17.38942,15.58156,882.5581
3.560575962,19.15403,-164.2226,8.479587,-0.1473473,0.2721941,1.201265,-19.30925,17.38942,15.58156,882.5581
3.580593109,-322.5183,43.25245,60.71735,0.5532213,-3.899219,-9.228269,-19.30925,17.38942,15.58156,882.5581
3.600610256,588.2385,-114.6719,9.942488,-0.8547716,-0.09375958,-1.696778,-11.1894,38.78824,14.40546,882.5581
3.620627880,189.1283,-11.96793,15.48932,-0.6822228,-0.5219098,1.09211,-11.1894,38.78824,14.40546,882.5581
3.640645027,72.15942,-74.51166,8.296724,-0.9064823,0.5850793,0.6377808,-17.52227,25.26062,13.06855,882.5581
3.660662174,161.2405,-4.408351,7.930999,0.3595333,-0.1830738,2.745466,-17.52227,25.26062,13.06855,882.5598
3.680679321,311.4532,144.1846,-4.320799,0.4576029,0.5002888,0.7339365,-17.52227,25.26062,13.06855,882.5598
3.700696945,356.8248,1926.651,-472.9368,13.27909,-1.78195,-15.79259,-20.52615,37.55634,11.76863,882.5565
3.720714092,-12.85851,1934.565,-406.7405,7.217344,-3.275498,-15.82318,-20.52615,37.55634,11.76863,882.5565
3.740731239,145.2958,-202.5521,-50.03646,-4.782296,-0.2225744,-6.711328,-4.239795,20.91948,-33.22453,882.5495
3.760748386,-144.7256,260.118,-1.699768,-0.5089684,-1.636562,-2.039931,-4.239795,20.91948,-33.22453,882.5495
3.780766487,-421.511,137.4519,24.5715,0.8605897,-0.2408206,-2.681773,3.063076,5.642426,-24.24383,882.5495
3.800783634,58.12315,-30.74877,-0.6635463,-1.004596,-0.5027628,-2.422387,3.063076,5.642426,-24.24383,882.5495
3.820800781,11.76652,91.26759,-1.943585,0.662824,0.02169818,0.2982029,3.063076,5.642426,-24.24383,882.5477
3.840817928,-52.197,-105.5177,1.16508,-0.2927117,-0.3670342,0.1742317,8.938018,30.28162,-14.35994,882.5477
3.860835075,-120.7777,-64.64877,-5.05225,0.9005339,0.80391,0.0005505998,8.938018,30.28162,-14.35994,882.5462
3.880852699,82.62505,141.9404,7.809091,-1.837089,-1.092397,-3.542384,14.73424,27.65703,-10.89433,882.5462
3.900869846,-108.9577,88.25557,6.955731,0.7545599,0.9145718,-0.2197547,14.73424,27.65703,-10.89433,882.548
3.920886993,56.21471,-6.00295,2.201302,-0.6248823,-1.528806,-4.129338,14.73424,27.65703,-10.89433,882.548
3.940904140,60.03159,122.2737,-5.174158,0.07914974,1.119181,0.001175812,16.53377,33.01124,-11.29924,882.548
3.960921764,-32.49697,38.64582,-2.73599,0.8676538,0.2448179,-1.143844,16.53377,33.01124,-11.29924,882.548
3.980938911,72.09785,-117.743,3.115615,0.7925759,-0.2999672,-0.9118556,13.27665,29.8711,-7.107285,882.548
4.000956059,-27.01791,180.2698,9.576763,-1.572445,-0.7530659,-0.2391105,13.27665,29.8711,-7.107285,882.548
4.020973206,-45.36355,218.7765,-4.016028,0.747195,-0.6108354,-2.411736,13.27665,29.8711,-7.107285,882.548
4.040990353,68.46566,-137.3507,-5.7837,0.3771532,0.6950705,-0.4043578,18.67264,36.22597,-13.82163,882.5498
4.061007977,-66.3564,174.9545,-1.029272,0.5931159,0.5245267,-2.300377,18.67264,36.22597,-13.82163,882.5498
4.081025124,32.88249,-182.4719,0.6774465,0.2689294,-0.8222494,-1.622618,10.75216,29.54709,-6.695313,882.5498
4.101042271,136.4308,17.0892,-2.857898,-0.6924304,-0.09839385,-2.171229,10.75216,29.54709,-6.695313,882.5498
4.121059418,31.58967,133.8493,-9.440953,0.9730461,1.162512,0.4225981,10.75216,29.54709,-6.695313,882.5466
4.141077518,-105.5718,1934.565,-256.0008,15.99946,0.5265177,-1.200865,21.34778,26.55332,-24.89508,882.5466
4.161094189,-18.76852,1934.565,-546.0209,11.96296,-4.726418,-15.82093,21.34778,26.55332,-24.89508,882.5447
4.181111336,-127.7343,1003.91,-93.92349,-6.244299,-0.2468109,-13.23651,50.55586,14.26913,-51.91019,882.5447
4.201128483,-141.0934,165.505,-11.69626,1.085833,0.7763374,2.878788,50.55586,14.26913,-51.91019,882.5377
4.221145630,-57.36826,87.1925,20.60947,1.88083,-1.388131,3.796146,50.55586,14.26913,-51.91019,882.5377
4.241163731,-262.9873,-222.8684,23.84005,-0.5623119,1.533853,1.957361,-17.33431,16.33777,-6.546274,882.5377
4.261180878,4.502137,-159.5569,57.66964,-0.4808395,-2.258018,-3.897252,-17.33431,16.33777,-6.546274,882.5377
4.281198025,-53.61294,286.9308,14.81883,-1.292496,-0.08935358,-3.119378,-22.60245,20.69243,15.12564,882.5394
4.301215172,28.51154,-208.9895,-16.69451,0.5293021,1.950975,5.212554,-22.60245,20.69243,15.12564,882.5394
4.321232796,-57.55294,242.6954,-12.61057,0.6834534,2.146502,6.154293,-22.60245,20.69243,15.12564,882.5413
4.341249943,13.24402,38.823,10.43012,-0.5364966,-0.1197683,0.7364419,-20.36098,19.56106,12.59248,882.5413
4.361267090,-142.3862,-37.18622,-4.503662,0.5549265,1.965034,5.440294,-20.36098,19.56106,12.59248,882.5413
4.381284237,84.41037,13.48659,-2.979807,-0.6246453,0.3869535,-0.7307082,-7.991863,46.32182,13.64569,882.5413
4.401301384,174.3533,-274.4862,-6.149426,-0.4198959,0.7120626,4.470905,-7.991863,46.32182,13.64569,882.5413
4.421319008,226.9893,348.7658,3.786111,-1.984,-2.714424,-3.374125,-7.991863,46.32182,13.64569,882.5413
