Time (s),W,X,Y,Z
5.901541710,0.9738216,-0.01538303,0.1973489,0.09547702
5.921364307,0.9870528,-0.09492092,0.001533084,0.1154828
5.941186905,0.9309058,-0.06550763,-0.3333488,0.1209272
5.961009026,0.8269578,-0.06786251,-0.5482094,0.0873474
5.980831623,0.8397925,-0.1177029,-0.5110137,0.1280097
6.000654697,0.8319389,-0.1588299,-0.5055218,0.1540326
6.020477295,0.8264235,-0.1949983,-0.4914379,0.1847056
6.040295601,0.8169621,-0.2501874,-0.4656152,0.2231798
6.060118198,0.7974213,-0.2216035,-0.5279604,0.1813741
6.079940319,0.8102261,-0.2254298,-0.5032474,0.1899583
6.099763870,0.8047613,-0.235119,-0.505394,0.1956598
6.119585991,0.8099515,-0.2093959,-0.5150148,0.1775366
6.141886711,0.8058451,-0.2270983,-0.5069537,0.1966356
6.161708832,0.8059751,-0.2285172,-0.5068523,0.1947113
6.181531429,0.8153851,-0.216568,-0.4992683,0.1886905
6.201354027,0.8021758,-0.2390019,-0.5047576,0.2030752
6.221177101,0.8136817,-0.2121908,-0.5044224,0.1873041
6.240995407,0.8100343,-0.2483282,-0.4833859,0.2124691
6.260818005,0.8076405,-0.2151432,-0.5142022,0.1834503
6.280640125,0.8177056,-0.1600763,-0.5301402,0.1459865
6.300463200,0.8255,-0.1367122,-0.5269807,0.1370342
6.320285797,0.8290262,-0.1270806,-0.5251377,0.1320004
6.340108395,0.8275366,-0.1006631,-0.5369275,0.1157005
6.359930515,0.7325071,-0.1436106,-0.6460073,0.1486791
6.379753113,0.4701592,-0.09071711,-0.869256,0.1083364
6.402053833,0.1879583,-0.09594629,-0.9750171,0.03787845
6.421876907,0.1891795,-0.09797326,-0.9749818,0.02550174
6.441695213,0.1875864,-0.1037696,-0.9732947,0.05803652
6.461517811,0.1828257,-0.105564,-0.9743081,0.05274761
6.481339931,0.1840762,-0.1102712,-0.9725704,0.06848967
6.501162529,0.1812098,-0.1143968,-0.9729793,0.06336677
6.520985603,0.1798427,-0.116851,-0.9738725,0.04693091
6.540808201,0.1829493,-0.1155905,-0.9738569,0.03739968
6.560630321,0.1730518,-0.1207569,-0.9744389,0.05066773
6.580452919,0.1600135,-0.1259729,-0.9760341,0.05011624
6.600275516,0.1567582,-0.1305417,-0.9756631,0.05563104
6.620098591,0.1676679,-0.1320968,-0.9742205,0.04427165
6.639916897,0.1537931,-0.1331343,-0.9764348,0.04272722
6.659739494,0.1560657,-0.1328166,-0.9763855,0.03608579
6.682039738,0.1548741,-0.1355091,-0.9753663,0.05421722
6.701862335,0.1462259,-0.1378043,-0.9771176,0.03868675
6.721684933,0.1476546,-0.1403231,-0.9771609,0.01708149
6.741508007,0.1368228,-0.1459183,-0.9778463,0.02077439
6.761330128,0.1315381,-0.1494539,-0.977767,0.03099519
6.781152725,0.1211199,-0.1523655,-0.978696,0.0299359
6.800975323,-0.007470771,-0.1466718,-0.9829834,0.09378995
6.820797443,-0.3277314,-0.1009599,-0.9373624,-0.01932439
6.840616703,-0.5903084,-0.1011339,-0.7935266,-0.0908239
6.860439301,-0.5837882,-0.08932322,-0.8018858,-0.06942114
6.880261421,-0.5984808,-0.03785742,-0.7980483,-0.01158504
6.900084019,-0.5860872,-0.009943109,-0.8077265,0.02466269
6.919906616,-0.5790513,0.02766025,-0.8093227,0.07455633
6.939729691,-0.6181999,0.02196206,-0.781598,0.05548676
6.962029934,-0.6083348,0.005293333,-0.7902955,0.04427889
6.981852531,-0.6129947,0.02584282,-0.7849488,0.06366102
7.001675129,-0.6132479,0.004123336,-0.7867944,0.03862901
7.021497250,-0.6102228,0.02340024,-0.7872959,0.06223233
7.041316032,-0.6220248,0.03238826,-0.7773661,0.06607321
7.061139107,-0.6205002,0.001382354,-0.7814463,0.03077121
7.080961227,-0.6174651,0.03317213,-0.7810565,0.064921
7.100783825,-0.6184046,0.02168559,-0.7820322,0.04646133
7.120606422,-0.6167753,0.01757327,-0.7834641,0.04572698
7.140429497,-0.6350967,0.02898351,-0.7675143,0.05797867
7.160251617,-0.6310186,-0.02044678,-0.773315,-0.002914929
7.180074215,-0.6391596,-0.05046525,-0.764142,-0.04053138
7.199896812,-0.6347204,-0.04507018,-0.7682289,-0.03937794
7.219718933,-0.6355276,-0.06294471,-0.7646629,-0.06372637
7.242015362,-0.7306005,-0.02683015,-0.6774222,-0.05677244
7.261837959,-0.9017274,0.0117972,-0.4010156,-0.150191
7.281661034,-0.9790206,0.01910798,-0.09777015,-0.1679877
7.301483631,-0.9834735,0.007586406,-0.06721308,-0.1575828
7.321306229,-0.9830242,0.02194816,-0.06809624,-0.1586577
7.341128349,-0.9824097,0.04250982,-0.07032003,-0.1573115
7.360950947,-0.9830222,0.03780333,-0.06647147,-0.1563568
7.380774021,-0.9824556,0.04880833,-0.06992394,-0.1553614
7.400596619,-0.9836681,0.03830061,-0.06289439,-0.1536296
7.420418739,-0.9835926,0.04180646,-0.06388519,-0.1527878
7.440237522,-0.9850261,0.02151507,-0.05799523,-0.150083
7.460059643,-0.9854676,0.03346083,-0.05182017,-0.1472287
7.479882717,-0.9849253,0.05461671,-0.04782164,-0.1458758
7.499705315,-0.984991,0.04176168,-0.06188067,-0.144385
7.522005558,-0.9868691,0.03069886,-0.04764956,-0.1396571
7.541828155,-0.9867712,0.03710811,-0.04149764,-0.1407522
7.561650753,-0.9858155,0.05589029,-0.03986261,-0.1417133
7.581472874,-0.9862915,0.04416186,-0.04624166,-0.1405995
7.601296425,-0.9881212,0.02311873,-0.03240716,-0.1365992
7.621118545,-0.9884086,0.02772238,-0.02760139,-0.1347057
7.640937328,-0.988416,0.03690021,-0.02639391,-0.1326771
7.660759449,-0.988698,0.04455294,-0.01759312,-0.1296512
7.680582046,-0.9880983,0.07310841,0.001197538,-0.1222377
7.700405121,-0.9296759,0.109519,0.3102892,-0.1550841
7.720227718,-0.7749832,0.1011541,0.6112733,-0.1101645
7.740049839,-0.7211536,0.1110189,0.6745921,-0.09573501
7.759872436,-0.7175285,0.1717231,0.6531548,-0.1602506
7.779695034,-0.7079718,0.2007045,0.6479135,-0.1879609
7.801995277,-0.6995018,0.2486014,0.6233438,-0.2386712
7.821818352,-0.6739917,0.2622614,0.6446259,-0.2409132
7.841636658,-0.6828353,0.2277169,0.6626633,-0.1984587
7.861459255,-0.6883242,0.2425296,0.6436489,-0.2230082
7.881281853,-0.6800009,0.2478996,0.651319,-0.2203537
7.901103973,-0.6898704,0.2352617,0.6486605,-0.2111818
7.920927525,-0.6766363,0.2460788,0.6566133,-0.2170137
7.940749645,-0.6799159,0.2493132,0.6507784,-0.2206178
7.960572243,-0.6927507,0.2463318,0.6366478,-0.2252211
7.980394840,-0.6816608,0.2549566,0.6435881,-0.2296908
