Time (s),Humidity (%)
0.860763073,19.0752
1.861649990,17.08691
2.860034466,17.71777
3.860920429,16.39551
4.861805916,17.49512
5.860188961,15.96191
6.861073017,15.69238
7.861957550,16.74512
8.860339165,16.5459
9.861222267,16.91992
10.859602451,15.9834
