Time (s),W,X,Y,Z
5.860188961,-0.08933108,-0.6911186,-0.06829121,-0.711575
5.880206585,-0.1067655,-0.6895457,-0.08978906,-0.7083034
5.900224686,-0.1037834,-0.6880916,-0.08703434,-0.7105011
5.920242310,-0.09664275,-0.6827176,-0.0852939,-0.7168748
5.940259457,-0.09574618,-0.6881947,-0.08614431,-0.7116373
5.960277081,-0.09800142,-0.6874384,-0.09304482,-0.7111923
5.980295181,-0.09138591,-0.6888845,-0.08876733,-0.7112206
6.000312805,-0.0726878,-0.6889222,-0.07489447,-0.7149275
6.020330429,-0.0743712,-0.6885117,-0.08156092,-0.71442
6.040348530,-0.08124199,-0.6830729,-0.09407205,-0.7173488
6.060366154,-0.07858787,-0.6811888,-0.09980679,-0.71866
6.080383301,-0.08098346,-0.6802704,-0.1021871,-0.7189292
6.100400925,-0.1144426,-0.4869708,-0.08094133,-0.8601356
6.120419025,-0.1454151,-0.182468,-0.02065589,-0.9704409
6.140436649,-0.1491467,-0.0199397,0.009235216,-0.9868638
6.160454273,-0.151489,-0.0278395,0.04104628,-0.9855038
6.180472374,-0.1536566,-0.03127717,0.1135844,-0.9793556
6.200489998,-0.1580722,-0.06460732,0.1779759,-0.967363
6.220507145,-0.1525616,-0.04803095,0.208052,-0.963203
6.240524769,-0.1529401,-0.02256755,0.1662725,-0.9721528
6.260542870,-0.1541986,-0.04848249,0.191575,-0.9663326
6.280560494,-0.1522218,-0.03777591,0.1822029,-0.9689331
6.300578117,-0.1555079,-0.04142699,0.1741677,-0.9697393
6.320596218,-0.1556706,-0.02594341,0.202544,-0.9647265
6.340613842,-0.1552134,-0.02757157,0.1639496,-0.9720579
6.360630989,-0.1545431,-0.03169775,0.1972598,-0.9658301
6.380648613,-0.1554344,-0.03460917,0.1929161,-0.9664642
6.400666714,-0.1591756,-0.04728482,0.2057575,-0.9626623
6.420684338,-0.1554448,-0.01256073,0.1919854,-0.9671859
6.440702438,-0.154564,0.001794513,0.1159442,-0.979434
6.460720062,-0.1566607,-0.001924053,0.07708771,-0.9829235
6.480737209,-0.1575206,0.01183652,0.05561224,-0.9841657
6.500754833,-0.1575418,0.03713322,0.01682921,-0.9849598
6.520772934,-0.156959,0.2770734,0.04393673,-0.9451381
6.540790558,-0.1502473,0.5745755,0.1014918,-0.7959965
6.560808182,-0.1271551,0.6664631,0.106681,-0.7245033
6.580826283,-0.1359008,0.6656629,0.1115572,-0.7229153
6.600843430,-0.1386253,0.6711982,0.1251948,-0.7150034
6.620861054,-0.129143,0.6779162,0.1208384,-0.7111803
6.640878678,-0.1356845,0.6758453,0.1156569,-0.7127931
6.660896778,-0.1448116,0.6762108,0.1327162,-0.70766
6.680914402,-0.1468302,0.6844531,0.1402611,-0.697796
6.700932026,-0.1268132,0.693466,0.1260855,-0.6955237
6.720950127,-0.1219251,0.6895741,0.1158526,-0.7020168
6.740967274,-0.1233062,0.7003851,0.1252774,-0.6893399
6.760984898,-0.1254231,0.7082586,0.1327064,-0.6794523
6.781002521,-0.1183566,0.7086094,0.1320498,-0.6804814
6.801020622,-0.1134325,0.7043298,0.1218745,-0.6876239
6.821038246,-0.125313,0.7085724,0.1342619,-0.6788395
6.841055870,-0.1351982,0.7200345,0.1548743,-0.6602374
6.861073017,-0.1186447,0.7251646,0.1394842,-0.6612349
6.881091118,-0.1067821,0.7347056,0.1392692,-0.6527151
6.901108742,-0.1006675,0.7381908,0.141035,-0.6493669
6.921126366,-0.1022911,0.7564564,0.1445811,-0.6269242
6.941144466,-0.04661855,0.9128475,0.1528187,-0.3712205
6.961162090,-0.01631747,0.9862362,0.148521,-0.04044385
6.981179714,-0.002274952,0.9857326,0.1479748,0.0552915
7.001196861,-0.06633015,0.9848961,0.1392901,0.05296453
7.021214962,-0.1104113,0.9810863,0.1328881,0.06517015
7.041232586,-0.1925365,0.9704642,0.1210646,0.05567269
7.061250687,-0.1739765,0.9713835,0.126881,0.0817011
7.081268311,-0.1569236,0.9738614,0.1280545,0.0848448
7.101285934,-0.1825594,0.969676,0.1249524,0.0861105
7.121303082,-0.1666248,0.9730411,0.1255634,0.07930198
7.141321182,-0.1799034,0.9714487,0.1194011,0.07932917
7.161338806,-0.1766698,0.9704162,0.1206057,0.09571894
7.181356430,-0.1622691,0.9745413,0.1199278,0.07863086
