Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
3.560654640,93.53201,-23.68919,5.243801,-0.009837545,0.8349444,1.066236,10.38484,29.55528,-7.133959,890.4853
3.580672264,83.92825,1173.914,66.13707,6.456692,-3.334258,-8.594707,20.32586,25.11129,-27.08503,890.4853
3.600690365,-41.22847,1934.538,119.7768,16.01693,0.1231003,-15.76859,20.32586,25.11129,-27.08503,890.4836
3.620707989,-46.33817,1611.425,49.92324,-6.491746,0.4714417,-15.71886,20.32586,25.11129,-27.08503,890.4836
3.640725136,9.622218,86.3972,4.878075,-0.2998872,-0.3123154,0.4176696,50.83118,24.36084,-52.06718,890.4836
3.660742760,-349.103,117.6986,39.62198,-0.962017,-2.821311,2.115752,50.83118,24.36084,-52.06718,890.4836
3.680760861,-276.5822,-201.7527,4.024716,-0.3017592,0.9578302,3.5834,-26.52184,21.56286,-2.322578,890.4836
3.700778485,-295.5435,183.6087,45.41263,0.7617588,-5.322071,-5.566794,-26.52184,21.56286,-2.322578,890.4836
3.720796108,143.7671,113.092,3.415174,0.6755109,0.04292946,1.547266,-26.52184,21.56286,-2.322578,890.4836
3.740814209,-121.3214,-169.6245,-17.67499,-2.315867,1.390422,2.797318,-21.78664,14.20331,12.19215,890.4871
3.760831833,-29.71627,226.2495,16.27651,-1.089999,1.018984,1.352449,-21.78664,14.20331,12.19215,890.4871
3.780849457,239.1275,95.25609,13.2288,-0.3622038,1.372169,2.315094,-23.38634,23.93902,17.80191,890.4871
3.800867557,73.1548,225.836,33.28274,-0.003572378,-1.706968,-1.174222,-23.38634,23.93902,17.80191,890.4871
3.820884705,-32.05565,-113.8136,-12.25006,1.031554,-0.06890673,1.851289,-23.38634,23.93902,17.80191,890.4889
3.840902328,-626.9349,-452.341,-24.19709,5.565972,-1.197485,9.146242,-8.926744,29.09173,11.47626,890.4889
3.860920429,-10.57031,27.33798,18.89754,-0.9490739,-1.06651,-5.172425,-8.926744,29.09173,11.47626,890.4872
3.880938053,7.282841,-7.566021,18.59277,-1.707533,3.160975,4.569928,-21.55171,23.89671,20.36831,890.4872
3.900955677,172.4553,235.0493,35.23328,-3.230468,-3.836339,-10.76093,-21.55171,23.89671,20.36831,890.4872
3.920973778,393.3418,62.89163,-8.288035,0.319084,0.2942645,0.2221289,-13.96239,26.29693,13.60071,890.4872
3.940991402,317.0042,90.05888,2.866586,-0.4271649,-0.1827212,2.572082,-13.96239,26.29693,13.60071,890.4889
3.961009026,152.1396,134.6486,7.560061,-1.325458,-0.1173895,-0.4229675,-13.96239,26.29693,13.60071,890.4889
3.981027126,194.0637,51.25697,1.952273,1.191536,1.036764,1.747878,-16.89595,26.32112,20.8518,890.4889
4.001044273,205.3912,1377.55,24.87106,10.59861,-5.288955,-1.927609,-16.89595,26.32112,20.8518,890.4889
4.021061897,9.006593,1934.538,109.8412,13.60199,0.1129141,-15.7711,-6.203862,29.51172,-14.93263,890.4889
4.041079521,95.31733,1050.067,41.93824,-10.45798,-1.172637,-15.81493,-6.203862,29.51172,-14.93263,890.4889
4.061097622,-31.93252,4.068646,-11.57956,-0.6058866,0.3664494,-0.8738233,-6.203862,29.51172,-14.93263,890.4836
4.081115246,-62.03662,37.02369,5.67048,-0.5703281,-1.176715,-1.316468,15.16184,-0.6252166,-41.3194,890.4836
4.101132870,-54.77224,58.10784,3.476128,-0.2973948,-0.3773614,-1.654454,15.16184,-0.6252166,-41.3194,890.4853
4.121150970,7.960029,-5.794245,1.891319,-0.2214883,0.477742,0.09351523,5.049212,24.6602,-14.40979,890.4853
4.141168594,-51.14005,14.9946,1.830364,-0.270413,-0.2224842,-1.85165,5.049212,24.6602,-14.40979,890.4856
4.161185741,-20.11251,58.04877,3.293265,-0.3622912,0.02748409,-2.03972,5.049212,24.6602,-14.40979,890.4856
4.181203365,96.11765,78.42421,1.281776,-1.561958,-0.7412256,-5.424726,14.73077,28.02421,-10.89337,890.4874
4.201221466,105.7214,26.62927,-0.9125754,0.2198872,0.8040537,0.6661692,14.73077,28.02421,-10.89337,890.4874
4.221239090,-25.77627,82.204,0.4893716,0.007077481,-0.0008513461,-1.49051,17.30184,30.18467,-11.73538,890.4892
4.241256714,-38.8891,46.47317,4.390441,-0.7297168,0.6324776,-0.9183713,17.30184,30.18467,-11.73538,890.4892
4.261274815,35.4785,-18.78728,-1.461163,0.0829115,-0.6863383,-0.6437461,17.30184,30.18467,-11.73538,890.4892
4.281292439,108.7995,-91.72542,-1.156392,-0.7472495,0.6904275,0.6487941,14.02627,28.75643,-7.103589,890.4892
4.301310539,-114.1186,98.14999,-1.095438,0.8300829,0.6024701,-0.6255125,14.02627,28.75643,-7.103589,890.4909
4.321328163,-168.5399,106.123,12.80212,-0.3765544,-1.213263,-3.559286,17.94597,33.7221,-11.72011,890.4909
4.341345310,137.303,1.765336,-4.326012,0.2958354,0.9056056,0.01503489,17.94597,33.7221,-11.72011,890.4895
4.361362934,49.69946,17.23885,-8.288035,-1.073962,-0.05642178,-1.946897,17.94597,33.7221,-11.72011,890.4895
4.381381035,-1.643733,74.17194,4.573304,-1.078005,0.1560174,-1.156225,11.13675,28.44224,-7.565627,890.4912
4.401398659,-57.17318,87.51933,-1.156392,0.4750219,0.7415782,-0.537501,11.13675,28.44224,-7.565627,890.4912
4.421416283,493.6888,1903.827,12.98499,11.22126,-1.105477,-2.023947,23.21884,25.0583,-26.62394,890.493
4.441434383,-7.369054,1934.538,128.2494,10.73019,2.791208,-15.75852,23.21884,25.0583,-26.62394,890.493
4.461452007,14.23941,607.0043,23.46911,-4.249269,-1.191911,-11.2339,23.21884,25.0583,-26.62394,890.4859
4.481469631,-13.2175,190.1643,8.657237,-0.0837071,0.8515241,0.695603,38.37414,17.21273,-13.26144,890.4859
